person_age,person_emp_length,loan_int_rate,loan_percent_income,cb_person_default_on_file,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status,has_credit_history
25,9.0,7.9,0.25,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
25,9.0,7.29,0.23,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,2.0,16.77,0.15,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
21,0.0,5.99,0.23,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
22,6.0,15.99,0.42,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,7.0,14.84,0.13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
25,0.0,13.48,0.25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
22,6.0,7.49,0.49,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
21,6.0,13.61,0.25,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
23,2.0,7.9,0.43,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
26,2.0,7.49,0.33,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
26,2.0,7.51,0.51,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
22,6.0,9.91,0.32,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
21,0.0,13.48,0.35,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
22,6.0,7.14,0.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
24,0.0,15.99,0.34,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
25,5.0,12.69,0.28,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
26,10.0,8.9,0.25,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,0.0,7.49,0.23,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
22,6.0,10.99,0.26,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,2.0,7.49,0.4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
21,5.0,15.68,0.27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
22,4.0,13.06,0.39,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
26,5.0,15.62,0.37,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
24,5.0,13.49,0.33,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
24,0.0,15.31,0.37,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
23,7.0,11.71,0.42,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
23,1.0,12.69,0.21,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,2.0,13.57,0.13,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,0.0,10.99,0.42,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
23,7.0,10.99,0.3,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,4.0,5.42,0.16,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
25,3.0,13.61,0.14,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
21,3.0,12.73,0.59,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,2.0,15.31,0.61,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
25,0.0,12.87,0.23,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
24,1.0,9.91,0.28,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
24,0.0,11.83,0.35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
23,0.0,13.49,0.18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
22,6.0,14.59,0.6,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
26,2.0,9.64,0.52,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
25,1.0,14.59,0.28,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
22,1.0,10.99,0.37,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
25,1.0,16.35,0.59,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
21,4.0,10.99,0.51,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,5.0,11.83,0.51,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
23,1.0,7.9,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
25,4.0,5.99,0.5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
24,2.0,15.33,0.57,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,1.0,11.83,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
22,0.0,10.36,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
22,3.0,12.23,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
22,2.0,11.11,0.48,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
23,3.0,7.9,0.38,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
23,1.0,13.22,0.48,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
26,2.0,11.86,0.54,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
22,5.0,13.43,0.47,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
26,0.0,15.28,0.53,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
23,1.0,17.93,0.53,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
23,2.0,9.25,0.11,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
21,0.0,12.98,0.34,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
26,5.0,18.43,0.52,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
22,6.0,10.99,0.45,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,4.0,15.31,0.45,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
23,4.0,11.36,0.45,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
23,4.0,15.65,0.45,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,8.0,13.22,0.45,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
26,4.0,12.87,0.45,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,2.0,17.04,0.56,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
24,0.0,10.99,0.42,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
24,2.0,11.11,0.42,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
26,7.0,14.83,0.46,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,2.0,15.31,0.29,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
25,3.0,16.82,0.46,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
23,3.0,12.73,0.42,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
23,7.0,10.25,0.42,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
21,6.0,10.99,0.42,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
25,9.0,12.73,0.4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
22,2.0,14.96,0.44,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
24,3.0,9.91,0.38,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,6.0,13.06,0.38,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,2.0,16.77,0.42,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
21,0.0,10.99,0.21,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
26,10.0,15.21,0.37,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
23,3.0,7.9,0.37,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,2.0,10.99,0.37,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
24,5.0,14.09,0.37,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
25,9.0,17.49,0.36,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
25,9.0,15.21,0.36,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,2.0,10.99,0.28,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
24,3.0,11.86,0.36,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,5.0,7.49,0.42,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
24,7.0,16.49,0.38,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
25,9.0,15.33,0.38,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
26,3.0,11.58,0.38,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
25,7.0,5.79,0.37,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
25,9.0,13.11,0.34,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
23,3.0,10.36,0.34,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
25,9.0,10.36,0.33,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
24,4.0,10.25,0.33,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
22,1.0,15.95,0.35,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
23,7.0,13.48,0.32,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,1.0,10.62,0.32,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
23,7.0,10.74,0.32,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
24,8.0,15.33,0.34,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
23,7.0,15.21,0.31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
21,4.0,14.72,0.43,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
24,8.0,15.7,0.31,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
24,0.0,13.35,0.31,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
21,0.0,13.48,0.1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
24,6.0,6.62,0.31,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
26,5.0,13.61,0.31,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,7.0,16.35,0.34,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
26,10.0,15.31,0.34,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
25,5.0,7.29,0.31,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,1.0,11.36,0.31,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
24,8.0,10.25,0.3,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
24,5.0,11.12,0.3,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,5.0,12.92,0.3,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,2.0,16.7,0.28,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
22,0.0,11.14,0.15,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
22,6.0,18.3,0.3,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,5.0,10.62,0.29,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
23,0.0,13.48,0.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
24,8.0,14.84,0.29,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
24,0.0,14.7,0.33,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
23,7.0,16.02,0.33,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,1.0,15.37,0.32,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
25,9.0,10.99,0.28,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
21,0.0,7.9,0.41,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
23,7.0,10.99,0.3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
23,2.0,16.32,0.32,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
25,3.0,17.93,0.32,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
23,0.0,11.36,0.28,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
24,9.0,14.96,0.32,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
24,4.0,13.43,0.27,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
25,6.0,12.69,0.27,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
24,1.0,12.73,0.27,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
23,3.0,15.21,0.27,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
23,1.0,12.68,0.12,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
23,3.0,19.04,0.3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
25,2.0,15.95,0.3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,4.0,13.98,0.27,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
23,4.0,10.99,0.31,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
22,6.0,15.58,0.28,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
25,2.0,10.99,0.28,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
25,0.0,14.96,0.28,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
25,2.0,15.31,0.12,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
26,2.0,15.65,0.28,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
25,1.0,9.33,0.25,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
23,0.0,13.47,0.24,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
24,8.0,10.36,0.24,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
24,1.0,16.77,0.27,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
23,0.0,14.59,0.27,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
21,0.0,11.54,0.21,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
25,2.0,15.68,0.26,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
21,0.0,10.59,0.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,8.0,12.61,0.26,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
26,3.0,13.48,0.23,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,7.0,8.49,0.18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
24,0.0,15.31,0.26,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
24,7.0,15.7,0.23,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
22,7.0,12.53,0.16,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
25,3.0,16.49,0.03,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
22,6.0,14.96,0.25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
25,7.0,12.73,0.22,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
24,8.0,10.65,0.21,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
25,6.0,10.74,0.21,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
23,7.0,9.99,0.21,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
24,5.0,15.33,0.23,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
21,5.0,7.29,0.06,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
26,2.0,15.05,0.23,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
26,6.0,10.75,0.19,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,4.0,16.02,0.19,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
23,7.0,11.49,0.19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
24,6.0,10.37,0.19,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
24,5.0,6.39,0.21,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
24,8.0,16.07,0.19,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
25,7.0,10.62,0.19,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
25,0.0,18.09,0.21,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
25,5.0,11.36,0.19,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
26,10.0,12.53,0.18,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1
23,7.0,7.9,0.38,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
23,3.0,13.06,0.14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
23,7.0,6.39,0.13,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
23,1.0,12.84,0.35,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
24,3.0,17.14,0.23,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
22,2.0,7.14,0.34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
22,6.0,12.42,0.12,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
25,1.0,8.94,0.3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
23,6.0,9.63,0.27,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
25,6.0,14.22,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
23,4.0,9.33,0.41,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
24,8.0,13.85,0.29,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
22,5.0,10.65,0.12,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
24,8.0,11.46,0.27,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
25,0.0,14.09,0.07,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
25,2.0,13.98,0.45,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
23,1.0,10.62,0.39,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
24,4.0,7.49,0.23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
25,9.0,17.56,0.35,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
26,1.0,14.96,0.37,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
22,7.0,15.65,0.33,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
24,9.0,15.7,0.31,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
24,1.0,12.53,0.27,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,1
26,0.0,17.56,0.31,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
23,0.0,12.87,0.24,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
23,6.0,15.7,0.24,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
22,0.0,13.85,0.28,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
25,9.0,15.31,0.22,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1
21,0.0,10.39,0.36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
25,0.0,11.36,0.21,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1
22,1.0,14.96,0.22,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1
22,7.0,13.85,0.56,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1
23,1.0,11.58,0.51,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
24,4.0,16.29,0.5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1
26,4.0,7.49,0.5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
21,2.0,16.29,0.53,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
25,4.0,10.74,0.46,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
